cid,smiles,method,assigned_prototype,max_prototype_similarity,second_prototype_similarity,similarity_gap,known_additive_max_similarity,novelty_score,nearest_known_additive_index,nearest_known_additive_name,nearest_known_additive_smiles,nearest_known_additive_hybridization,nearest_known_additive_functional_groups,prototype_1_similarity,prototype_2_similarity,prototype_3_similarity,prototype_4_similarity,prototype_5_similarity,prototype_6_similarity,prototype_7_similarity
71331857,B(N1CCCCC1)(Cl)Cl,USL encoder only,2,0.09731508,0.07412237,0.023192711,0.16666666666666666,0.8333333333333334,24,NHCABT,FB(F)F.CN1CCN(C)C1,SP2,None,-0.13311528,0.09731508,-0.10896018,-0.05281518,0.028532417,0.07412237,0.011120092
72220329,B1(OC(C(O1)(C)C)(C)C)C2=C(N=CC=C2)N3CCN(CC3)C,USL encoder only,2,0.08773744,0.07528262,0.012454823,0.3488372093023256,0.6511627906976745,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13648774,0.08773744,-0.110675484,-0.05391257,0.034362152,0.07528262,0.0106012
23005321,B1(OCCCO1)C2=CC=NC=C2,USL encoder only,6,0.10026863,0.06401291,0.036255725,0.4666666666666667,0.5333333333333333,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.15399012,0.06401291,-0.14396863,-0.066982776,0.060006414,0.10026863,-0.0055761626
42614649,B1(OC(C(O1)(C)C)(C)C)C2CCOCC2,USL encoder only,2,0.09145842,0.0690781,0.022380315,0.3333333333333333,0.6666666666666667,95,BDB,B1(OC(C(O1)(C)C)(C)C)B2OC(C(O2)(C)C)(C)C,SP2; SP2,boronate (B-O),-0.13638675,0.09145842,-0.1062757,-0.047595996,0.033681944,0.0690781,0.01574825
59292152,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)N3CCCN(CC3)C,USL encoder only,2,0.08495731,0.07805633,0.006900981,0.35555555555555557,0.6444444444444444,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13614301,0.08495731,-0.11109584,-0.054217238,0.035041988,0.07805633,0.00905538
84223807,B1(OC(C(O1)(C)C)(C)C)C2COC2,USL encoder only,2,0.091404855,0.06695067,0.024454184,0.36363636363636365,0.6363636363636364,95,BDB,B1(OC(C(O1)(C)C)(C)C)B2OC(C(O2)(C)C)(C)C,SP2; SP2,boronate (B-O),-0.13423958,0.091404855,-0.102972485,-0.046845,0.032968704,0.06695067,0.014837235
56972880,B1(OCC(CO1)(C)C)C2=C(N(N=C2C)C3CCCCO3)C,USL encoder only,6,0.0891468,0.0768488,0.012298003,0.288135593220339,0.711864406779661,14,DPD-CN-OCH3,CC1(COB(OC1)C1=C(C#N)C=CC=C1OC)C,SP2,benzene ring; boronate (B-O),-0.14825316,0.0768488,-0.12889424,-0.055210114,0.04807019,0.0891468,0.005762858
16217859,B1(OCCN(CCO1)C2=CC=CC=C2)C3=NC=C(C=C3)C,USL encoder only,6,0.109990716,0.051908765,0.05808195,0.2553191489361702,0.7446808510638299,32,DPD,CC1(COB(OC1)C1=CC=CC=C1)C,SP2,benzene ring; boronate (B-O),-0.14305511,0.043935683,-0.15195231,-0.08762821,0.051908765,0.109990716,0.0010070896
4197994,B1(OCC(CO1)(C)C)C2=CC=CC=C2C=O,USL encoder only,2,0.0869321,0.08309653,0.0038355738,1.0,0.0,98,DPD-CHO,CC1(COB(OC1)C1=C(C=O)C=CC=C1)C,SP2,carbonyl (C=O); benzene ring; boronate (B-O),-0.12792963,0.0869321,-0.11717475,-0.06838054,0.030172626,0.08309653,0.0059434753
4198005,B1(OCCCO1)C2=CN=CC=C2,USL encoder only,6,0.099424616,0.063657045,0.03576757,0.3333333333333333,0.6666666666666667,32,DPD,CC1(COB(OC1)C1=CC=CC=C1)C,SP2,benzene ring; boronate (B-O),-0.15353765,0.063657045,-0.14468364,-0.06758887,0.056176793,0.099424616,-0.0016201211
43811062,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)N3CCCC3,USL encoder only,2,0.084428355,0.07925755,0.0051708072,0.41025641025641024,0.5897435897435898,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.14009562,0.084428355,-0.115800306,-0.056634028,0.037886955,0.07925755,0.0068164105
45785761,B1(OC(C(O1)(C)C)(C)C)C2=NC(=CC=C2)C3CCCCC3,USL encoder only,2,0.08282471,0.07937116,0.0034535453,0.3333333333333333,0.6666666666666667,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13813595,0.08282471,-0.11309393,-0.057463944,0.03677105,0.07937116,0.0106639275
45785716,B1(OC(C(O1)(C)C)(C)C)C2=NC(=CC=C2)N3CCCCC3,USL encoder only,2,0.08349883,0.07697081,0.00652802,0.3333333333333333,0.6666666666666667,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13631712,0.08349883,-0.11169107,-0.055147592,0.03565542,0.07697081,0.009817637
86811226,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C3(CC3)N4CCN(CC4)C,USL encoder only,2,0.09475889,0.066837214,0.027921677,0.4,0.6,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.124452636,0.09475889,-0.10005544,-0.045372047,0.029262267,0.066837214,0.0096522495
44119139,B1(OCCCO1)C2=CC=CC=C2C=C,USL encoder only,6,0.091304615,0.07203824,0.019266374,0.425,0.575,98,DPD-CHO,CC1(COB(OC1)C1=C(C=O)C=CC=C1)C,SP2,carbonyl (C=O); benzene ring; boronate (B-O),-0.1288399,0.07203824,-0.1272889,-0.07901772,0.032164726,0.091304615,0.007740718
16119965,B1(OCCN(CCO1)C2=CC=CC=C2)C3=CC=CC=N3,USL encoder only,6,0.10498237,0.0478051,0.057177268,0.25,0.75,32,DPD,CC1(COB(OC1)C1=CC=CC=C1)C,SP2,benzene ring; boronate (B-O),-0.13845856,0.0478051,-0.14720587,-0.09165735,0.044089433,0.10498237,0.004480989
59239786,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2)OCCN3CCOCC3,USL encoder only,2,0.08675602,0.072779156,0.0139768645,0.32653061224489793,0.6734693877551021,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13321301,0.08675602,-0.10751939,-0.05388057,0.030171974,0.072779156,0.011446186
53217278,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(CCCC3)N=C2,USL encoder only,2,0.0868356,0.07781665,0.00901895,0.38461538461538464,0.6153846153846154,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13587362,0.0868356,-0.11335058,-0.053184997,0.033510856,0.07781665,0.004912327
72218828,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC=N2)OCC,USL encoder only,6,0.08053897,0.073971,0.00656797,0.42105263157894735,0.5789473684210527,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13779056,0.073971,-0.109572746,-0.06650053,0.030977366,0.08053897,0.007392151
13724531,B(C(C)C)(N1C(CCCC1(C)C)(C)C)F,USL encoder only,2,0.087972194,0.06647681,0.021495387,0.2,0.8,24,NHCABT,FB(F)F.CN1CCN(C)C1,SP2,None,-0.13573658,0.087972194,-0.10095201,-0.051613256,0.023304302,0.06647681,0.0169007
642685,B1(OCCCO1)C2=CC=CC=C2,USL encoder only,6,0.08584826,0.080487296,0.005360961,0.5357142857142857,0.4642857142857143,32,DPD,CC1(COB(OC1)C1=CC=CC=C1)C,SP2,benzene ring; boronate (B-O),-0.122205526,0.080487296,-0.1240485,-0.07512105,0.029951418,0.08584826,0.004978359
70701162,B1(OC(C(O1)(C)C)(C)C)C2=C3CCCCN3N=C2,USL encoder only,2,0.08804747,0.07388294,0.01416453,0.30952380952380953,0.6904761904761905,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13616264,0.08804747,-0.10937457,-0.05253969,0.03077175,0.07388294,0.009059858
23141576,B1(OC(C(O1)(C)C)(C)C)C2=CCC3(CCCC3)CC2,USL encoder only,2,0.08817908,0.06878489,0.01939419,0.3157894736842105,0.6842105263157895,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.1259756,0.08817908,-0.10562157,-0.0392844,0.030230999,0.06878489,0.01220526
11543279,B1(OCC(CO1)(C)C)C2=C(C=CC=C2OC)C#N,USL encoder only,6,0.08858741,0.07906662,0.0095207915,1.0,0.0,14,DPD-CN-OCH3,CC1(COB(OC1)C1=C(C#N)C=CC=C1OC)C,SP2,benzene ring; boronate (B-O),-0.13022655,0.07906662,-0.11593921,-0.06850633,0.02852836,0.08858741,0.010246774
16414273,B1(OCC(CO1)(C)C)C2=C(N=CC=C2)C#N,USL encoder only,6,0.09022402,0.076122485,0.014101535,0.6,0.4,83,DPD-CN,C(#N)C1=C(C=CC=C1)B1OCC(CO1)(C)C,SP2,benzene ring; boronate (B-O),-0.1395715,0.076122485,-0.12734742,-0.06300543,0.039999433,0.09022402,0.0025954226
23141941,B1(OC(C(O1)(C)C)(C)C)C2=CCC3(CCCCC3)CC2,USL encoder only,2,0.08883605,0.0687221,0.020113952,0.3076923076923077,0.6923076923076923,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13215324,0.08883605,-0.10727955,-0.041231122,0.033313174,0.0687221,0.013734781
