cid,doi,literature_type,formula,smile,fingerprint,topological,weight,heavy_atom,type,label
5462311,CN-116936934-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LMB,1
5462311,CN-118676427-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,SIB,0
5462311,US-2013183586-A1,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,US-2021020917-A1,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,CN-113782830-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,KR-20180026462-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,KR-102066266-B1,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,US-9774037-B2,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,KR-20180092532-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,CN-109155412-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,KR-20230015367-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,CN-117691190-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,KR-100828532-B1,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,CN-111261941-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,KR-101938767-B1,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,US-2021408599-A1,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,CN-119108572-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,Other,0
5462311,CN-111056839-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,CN-111129589-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,KR-20190018653-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,CN-117080558-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,CN-112074921-B,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,CN-117735626-B,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,SIB,0
5462311,CN-118240119-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,CN-109148952-B,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LMB,1
5462311,CN-109565035-B,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,JP-2012106944-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,US-9077023-B2,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,US-9799924-B2,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,US-6063143-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,Other,0
5462311,KR-101629507-B1,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,CN-118658738-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,ZIB,0
5462311,US-9595737-B2,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
5462311,CN-107507976-B,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,KR-20220103593-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LMB,0
5462311,US-9685657-B2,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
5462311,JP-2015088343-A,patent,B,[B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
