cid,smiles
49760495,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC=C2)OCC(C)(C)C
16414258,B1(OC(C(O1)(C)C)(C)C)C2=C(C(=C(C=C2)F)F)C
45786407,B1(OC(C(O1)(C)C)(C)C)C2=NC=C(C=C2)C3=CC=CC=C3OC
13077296,B(/C=C/C1=CC=CC=C1)(C2=C(C=C(C=C2C)C)C)C3=C(C=C(C=C3C)C)C
19096487,B(/C=C/CCCC)(C(C)(C)C(C)C)Cl
57694507,B(C)(CCCCCC)/C=C/C
87653432,B(OC1=C(C(=C(C=C1)F)F)F)(OC2=C(C(=C(C=C2)F)F)F)OC3=C(C(=C(C=C3)F)F)F
86058442,B(C1=C(C(=NC(=C1F)F)F)F)(F)F
108816,B(OCCCCCCCCCCCCC)(OCCCCCCCCCCCCC)OCCCCCCCCCCCCC
20458671,B(OCCCCCCCC(C)C)(OCCCCCCCC(C)C)OCCCCCCCC(C)C
49761091,B1(OC(C(O1)(C)C)(C)C)C2=C(CN(CC2)C(=O)OC(C)(C)C)C(=O)OCC
56737678,B1(OC(C(O1)(C)C)(C)C)C2=CCN(CC2)C(=O)C
67249052,B1(OC(C(O1)(C)C)(C)C)C2=CCN(CC2)C3=NC=CC=N3
45785970,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=N2)N3CCCC3=O
22032088,B1(OC(C(O1)(C)C)(C)C)C2=C3CCC(=O)C3=CC=C2
72220692,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CN=C2)C3CCCC3
53217141,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N3CCN(CC3)C(=O)C
45785881,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=N2)C3=CC(=CC(=C3)F)F
90116986,B1(OC(C(O1)(C)C)(C)C)C2=C(N=CN=C2C)C
11977092,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
72219119,B1(OC(C(O1)(C)C)(C)C)C2=C(C=NC=C2)C(C)(C)C
17998987,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=N2)N
89546203,B(C1=CC=C(C=C1)F)(C2=CC=C(C=C2)F)/C(=C(\COC)/C3CCCCC3)/C4=CC=C(C=C4)F
53940302,B(OC1=C(C(=C(C=C1F)F)F)F)(OC2=C(C(=C(C=C2F)F)F)F)OC3=C(C(=C(C=C3F)F)F)F
54216669,B(OC)(OC)OCCCCCCCCCCCCCCCCCC
20330717,B(C1=CC=C(C=C1)CCCCCCCCC)(OCCCC)OCCCC
13600688,B(CCCC)(CCCC)/C(=C(\C1=CC=CC=C1)/C2(OCCO2)C)/CCCC
13258654,B(C1CCCCC1)(C2CCCCC2)/C(=C/CCCCCC)/I
51034568,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2F)N)F
46738008,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)N)N
87118997,B1(OC(C(O1)(C)C)(C)C)C2=CN(C(=O)C=C2)CC#N
22273603,B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)F)C#N
72221109,B1(OC(C(O1)(C)C)(C)C)C(=C)C(C)C
45785888,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=N2)C3=CC=CC=C3F
16414215,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)N(C)C
17750215,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)OCC3=CC=CC=C3)OC
59507509,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2C#N)N
16414230,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)S(=O)(=O)N
45786028,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC=C2)N3CCCC3
60101483,B(O/C=C\COCCOC)(O/C=C/COCCOC)O/C=C/COCCOC
11823292,B(/C=C/COC1CCCCO1)(C2CCCCC2)C3CCCCC3
23446910,B(C1=C(C(=C(C=C1F)F)F)C)(C2=C(C(=C(C=C2F)F)F)C)C3=C(C(=C(C=C3F)F)F)C
22501006,B(C1=C2C(=C(C(=C1F)F)C)C(=C(C(=C2F)F)F)F)(C3=C4C(=C(C(=C3F)F)C)C(=C(C(=C4F)F)F)F)C5=C6C(=C(C(=C5F)F)C)C(=C(C(=C6F)F)F)F
88257535,B(OC1=CC=CN1)(OC2=C(C(=C(C(=C2F)F)F)F)F)OC3=C(C(=C(C(=C3F)F)F)F)F
20570243,B(OCCOCCCCCCCCCCCCCCCC)(OCCOCCCCCCCCCCCCCCCC)OCCOCCCCCCCCCCCCCCCC
87643049,B(CCCCC)(CCCCC)OCCCCC
88399734,B(OC=CCCCC)(OC=CCCCC)O/C=C\CCCC
66931603,B(C1=CC2=CC=CC=C2C=C1)(C3=CC4=CC=CC=C4C=C3)/C(=C/C5=CC=CC=N5)/C6=CC7=CC=CC=C7C=C6
72214342,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=O)N2)C(=O)OC
11436620,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)F)C=O
58354634,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2)CC=C
2795311,B1(OC(C(O1)(C)C)(C)C)C2=C(N(N=C2C)C)C
49758481,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2)CCOC(=O)C
77230376,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)C#N)C=O
2795514,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N3CCN(CC3)C(=O)OC(C)(C)C
45786044,B1(OC(C(O1)(C)C)(C)C)C2=NC=CC(=C2)C3=CC=CC=C3F
59653723,B(C)(/C=C/C1=CC=C(C=C1)/C=C/C)C2=C(C=C(C=C2C(C)C)C(C)C)C(C)C
87969494,B(OC1=C(C(=C(C2=C1C=CC=C2F)F)F)F)(OC3=C(C(=C(C4=C3C=CC=C4F)F)F)F)OC5=C(C(=C(C6=C5C=CC=C6F)F)F)F
